killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
Falling,Jasontian029,25,626667.4,378099.3,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,465,Ponies_Baller,23,633547.3,376327.5
AKM,Bad_Habiits,9,537737.7,396413.5,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,684,FantasticFerret,27,526933.8,383162.7
M416,zhengguihui11,1,172734.3,303428.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,410,EOD_Spyder,36,172132,302117.8
S12K,XIAHEIWA,11,703906.3,328792.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,474,Knas1337,33,703746.8,328755.8
Bluezone,,,,,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1776,ok-AK47,2,338393.9,156148.7
Down and Out,Loganman1711,6,357012.8,188374.1,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1483,Bad_Habiits,9,363862.1,190741.2
SCAR-L,HugoEnzo,27,647071.3,423228.5,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,130,Ghuju,43,0,0
Down and Out,shawshank37,1,290394.9,266683.9,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,982,RICARDOM7,21,291500.5,263967.8
Down and Out,Slowpar,19,314866.4,321405.4,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1057,WindLan,18,311650.8,320887.7
Down and Out,nieba1213,7,389792.9,336218.3,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1213,NightTime_Plays,12,390467.7,341897.2
Down and Out,zhengguihui11,1,370974.1,167964.1,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1578,ya-ho-0904,8,370363.5,167993.9
M16A4,CMBz,1,290905.7,266640.9,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,982,Tom1107,21,291646.3,263862.5
S12K,WWJX520,11,707418.9,340491.9,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,188,Konst1gt,33,707349.8,340653.1
P1911,DerJinerXx,14,302412,501184.9,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,173,HAROLD622,39,302386.4,502794.7
Down and Out,Bad_Habiits,9,537240.6,397173.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,684,HugoEnzo,27,541763.1,386887
SCAR-L,zhengguihui11,1,370974.1,167964.1,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1578,angel_angel,8,369795.8,167711.1
Bluezone,,,,,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,887,Jasontian029,25,0,0
Down and Out,92xunxun,14,303295.9,502574.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,173,RivenLu,39,303442.8,502438.4
Down and Out,FYYF,17,437388.5,623651.3,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,419,TheeBanana67,29,445582.9,626712.3
M416,Veatu,3,338831.9,161038.7,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1696,10000fff,4,339099.6,145951.9
M416,KienCuong,18,157456.1,621309.3,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,560,MASHlMARO,31,154908.8,618882.8
M416,PBnJallday,20,574846.6,380360.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,129,ccKT1-666,38,574584.9,380130.6
Down and Out,Veatu,3,337864.3,161061.5,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1672,shawshank37,,338609,149451.1
Bluezone,,,,,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,845,littlesunxixi,36,0,0
Down and Out,demonyc_,20,573967.5,380071.7,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,154,Atomic_Ginger,41,572564.3,379286.5
Down and Out,NoOneAndYou6,2,344604.3,161649.7,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1873,zhengguihui11,,347046.2,158656.7
UMP9,ok-AK47,2,454415.2,228593.7,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1143,PenaGOD,15,452931.6,228368.7
Grenade,haitoulanxin,7,353901.3,407940.6,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,618,JX1122,28,354171.5,407336.2
S1897,haitoulanxin,7,367965.8,417387.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,249,MEzp,28,368247.9,417684.2
Bluezone,,,,,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1115,KienCuong,18,0,0
Mini 14,Bogran,19,362063.3,409314.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,631,haitoulanxin,7,354133,407934.3
AKM,Wyrm1234,26,329297.1,544873.9,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,410,woaimeiguomeizi,22,329593.9,545163.2
Bluezone,,,,,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,935,BossSKob,22,345172.6,560168.6
SCAR-L,Unknown-WhiteGuy,13,423468.3,324567.1,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,130,White_55kNB,30,423602.7,325431
Down and Out,,,,,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1077,SieuNupLum,18,0,0
M416,NoOneAndYou6,2,340565.5,160628.7,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1757,Viagra300mg,3,342067.1,155487.6
M416,laozhao55,4,312088.4,323373.4,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1095,jonathanwyl,18,311724.3,318638.7
AKM,Bad_Habiits,9,391721.3,191570.4,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1318,XIAHEIWA,11,390883.8,190968.1
M416,Viagra300mg,3,339558.3,161080.7,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1706,laozhao55,4,335978.2,143289.3
Bluezone,,,,,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1878,NoOneAndYou6,2,347502.7,158453.2
SCAR-L,Knas1337,33,705687,330655.4,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,389,WWJX520,11,705575.8,330104.4
M416,BrosofPain,23,624458.3,375340.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,467,NNcao,25,624755.1,375126.3
SCAR-L,HugoEnzo,27,646137.6,420145.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,138,Amonoloyue,43,645861,419369.5
AKM,FantasticFerret,27,646146.1,422527.3,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,119,June666666666666,43,646430.2,423039.9
M416,tangjianguo11,1,265516.2,270208.7,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1174,92xunxun,14,266189.4,268509.6
Down and Out,tangjianguo11,1,269287.3,270103.2,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1174,DerJinerXx,14,266264.2,270269.1
Down and Out,Ryan_DeSanta,9,363801.5,188828.1,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,1471,Yoki-OU,10,366464.4,189194.8
UMP9,jonathanwyl,18,242747.9,417345.6,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,468,hollekittyhaha,32,242444.8,417486.8
UMP9,jonathanwyl,18,242547.3,419067.6,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,496,idKillerfeng,32,242531.2,421360.3
Falling,,,,,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,726,Wyrm1234,26,361475.9,461163.1
SKS,IiLady,17,433830.9,637595.3,ERANGEL,2U4GBNA0YmkgzOoxbZUtKmR-HNqBwCnzJyelLnCSIfB0DHXmcK67Pri3BEH-jpcr,189,Serpent820,26,433952,637420.6
M16A4,lvziye777,1,423365.5,99432.05,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1812,NICKLOVEFREYA,2,426241.1,98219.48
Down and Out,shenqisixia6666,1,437533.6,110722.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1734,LYmmmnnn,3,413501.7,105420.3
Punch,0851wangCN,3,596524.9,475158.8,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,367,HENRYRUAN,20,596615.4,475181.9
M16A4,AK47AT,13,533164.4,312548.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,883,loulan6666,,533382.4,313266.9
AKM,KiIIst,6,396833.7,147192,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1411,zhibendagege,7,409026.2,152996.8
M16A4,AK47AT,13,622283.5,378544.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,215,Kaniken,28,621627.5,375306.9
Down and Out,AK47AT,13,622283.5,378544.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,215,PINEKPEKENI,28,621569.8,375686.1
Punch,13983292772,5,447790.3,629083.1,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,119,banzhixigua,7,447732.3,629138.3
Down and Out,shenqisixia6666,1,535191.9,312696.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,925,o0Shy0o,,534633.1,312605.1
M16A4,catOf007,1,445119.6,623977.1,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,274,dudashen,7,445261.7,623418.6
Mini 14,lvziye777,1,682730.4,458564.6,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,473,#unknown,18,672778.4,460499.9
Down and Out,shenqisixia6666,1,678591.8,457893.6,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,513,#unknown,18,675175.4,457818.3
AKM,linjiatutu,3,600391.8,479113.7,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,292,Able--ZHE,20,600983.9,479308.1
M416,wifj,3,594736.3,487480.5,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,314,jiangedward,20,594496.9,487475
M16A4,JY-SAK,14,173156.8,603064.1,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,261,#unknown,24,166901.5,599495.1
Down and Out,wifj,3,442158.6,144075.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1138,zhzichenhao,9,442773.8,143908.9
Down and Out,NICKLOVEFREYA,2,432450.1,93154.44,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1742,0851wangCN,3,412581.6,104460.3
Down and Out,lvziye777,1,435802.2,111062,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1571,DouNaiTV_LiuSaoJ,4,417453.1,112081.1
DP-28,ARbb1114,1,533791.6,307487.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,916,Eatchickpigu,13,532443.1,308926.9
AKM,A389179260,18,671525.3,461502.8,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,327,Amery-Spear,21,672366.7,459275.3
M416,wifj,3,410818.5,112878.5,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1571,1417004736,4,417759.8,111806.5
M416,wifj,3,442339.8,143917,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1138,molunzi,9,443277.1,143582.6
M416,ARbb1114,1,437469.5,112473.7,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1483,Hentai1tzy,5,442781.3,116039.7
Bluezone,wifj,3,422037.3,100924.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1767,catOf007,,430366.3,101540.4
M416,shenqisixia6666,1,535171,312720.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,924,LL001_,,534036.4,312682.4
SCAR-L,HellBack99,15,435236.3,327429.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,499,Jing_susu,17,435202,327137.5
M416,#unknown,18,671747.3,458213.1,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,367,guaiguaiyy,21,670830.7,458143.5
M416,shenqisixia6666,1,676467.8,458114.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,513,A389179260,18,675279.3,457673.9
Vector,Fanrhaon,11,366910.6,509511,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,243,BEST1024,27,364110.1,509402.8
M16A4,Phantom222,14,170914.8,614155.6,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,261,baotaizhengheyao,23,171534.1,612182.1
M16A4,JY-SAK,14,0,0,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,873,#unknown,6,304526.2,316260.1
Down and Out,Cute-Boys,11,363343.3,505605.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,243,SheHhuiWangGe,27,363439.8,509456.2
SCAR-L,KangMaLiu,11,449457,295166,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,815,HellBack99,15,450320.1,296999.4
M416,NPPWXR,20,601135.9,479075.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,314,linjiatutu,3,601226.4,479134.2
AKM,zhangzuyi,9,377767,352276.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,572,monster423,16,378043.3,351262.6
Down and Out,Fanrhaon,11,450735.7,297794,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,815,Phyllocactus,15,450676.5,294567.6
M16A4,lvziye777,1,423417.7,98971.6,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1769,wifj,3,422869.2,100044.8
Uaz,FFR-Mave,10,447190.7,280708.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1038,13983292772,5,446899.4,280674.6
S12K,ShineJula,13,622113.8,376352.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,134,sQu3z-,28,622736.3,376010.7
S686,#unknown,8,233432.8,525754.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,497,xiangru418,4,233388.9,525821.3
Tommy Gun,NICKLOVEFREYA,2,438039.1,637958.6,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,234,huanghongmei,26,437963.5,638110.7
UMP9,#unknown,19,430967.5,625185.1,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,326,whiteshark-,7,431980.2,624099.5
S12K,ShineJula,13,622029.2,376594.5,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,155,Moymoy456,28,621889.1,376237.3
Down and Out,lvziye777,1,435795.8,111062.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1510,China_killerfu,4,417744.1,112027.3
M416,#unknown,6,299467.3,315025.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,872,JY-SAK,14,301438.3,315371
Down and Out,SheHhuiWangGe,27,357958.4,521174,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,144,chenru96,11,357062.4,520336.8
Down and Out,NICKLOVEFREYA,2,432266.1,93137.25,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1768,shenqisixia6666,,427478.8,98278.8
Kar98k,wifj,3,398465.2,107621.5,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1480,KiIIst,6,405012.4,121718.8
Down and Out,Cute-Boys,11,363615.9,505425.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,243,donlanzi,27,363589.8,509374.4
S686,Mourn_log,25,173137.4,619552.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,177,fan1554924,23,172889.1,619553.6
DP-28,#unknown,6,302505.6,318961.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,813,Phantom222,14,302501,316629.1
Uaz,Hentai1tzy,5,446263.8,283278.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1038,#unknown,10,447124.1,280705.5
M416,#unknown,6,302203.8,315658.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,888,ycyyc,14,302814.9,316837.2
S1897,liuao-1,23,170155.5,609075.8,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,270,Ycerlei,14,169838.2,609313.6
M16A4,molunzi,9,373832.7,358372.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,532,ZKFEFOL,16,373701.9,358462.6
S686,#unknown,22,178930.9,625753.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,80,Mrlqf,24,178523,625881.9
M16A4,daniuzi668,25,174822.5,622654.6,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,148,#unknown,22,175736.5,622154.9
Down and Out,CC-tj,22,165043.5,628353.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,130,MrHeB1n,24,170784.1,628451.2
Micro UZI,0851wangCN,3,600939.1,478653.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,399,NPPWXR,20,601318.1,478829
DP-28,catOf007,1,445644.8,623756.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,111,#unknown,29,445564.5,623753.6
AKM,o0Shy0o,1,535444.7,313516.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,888,AK47AT,13,533254.8,312649.4
S1897,Phantom222,14,171203.1,608898.9,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,319,CC-tj,22,171350.8,608420.1
SCAR-L,HellBack99,15,448740.9,293695.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,779,Cute-Boys,11,448893.1,293350.8
Down and Out,zhzichenhao,9,371125.5,357186.1,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,572,XZHnewb,16,379650.8,352995.1
S12K,#unknown,19,431077.9,628748.1,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,163,Rickyrrrb,26,430980.6,628820
Down and Out,wifj,3,442504.2,143950.1,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1138,zhangzuyi,9,443116.1,142627.2
SCAR-L,HellBack99,15,435303.9,327279.7,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,528,Yhaliang,17,436061.1,327340.8
M416,ARbb1114,1,438031.6,112565.2,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1445,NIMABI103,5,452315.6,117464.3
Mk14,zhibendagege,7,412494,157084.1,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1322,#unknown,8,406386.3,163482.1
Down and Out,#unknown,19,459807.4,559170.3,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,447,#unknown,19,459807.4,559170.3
M16A4,daniuzi668,25,174238.9,623596.8,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,143,TTCW,23,174332.9,623489.8
SCAR-L,HellBack99,15,450539.6,297888.8,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,808,Fanrhaon,11,450805.6,297907.4
Down and Out,zhibendagege,7,412206.2,156249.4,ERANGEL,2U4GBNA0YmnQDb0cAltMdT2ALWFqgIwwFrR6XmYTiEtBpytb_0_GmevLjyutaHwj,1419,#unknown,6,389527.8,154544.7
